id,Disctrict,AC,Block,Panchayat,,"""Village Name""",Habitation Name,Source Type,Source Type Category Location,Location,Type,Scheme Name
883,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,21,Village Name,BHAWANIPUR,Deep tubewell,Ground Water,Nc/Pc Scheme For Madhw apur Block,SPOT,Nc/Pc Scheme For Madhw apur Block(0004563475)
884,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,22,Village Name,BHAWANIPUR,Shallow tubewell,Ground Water,A,HandPump,PC MADHWAPUR(0006535370)
885,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,23,Village Name,BHAWANIPUR,Shallow tubewell,Ground Water,UCHU DAS,HandPump,SUHTAIPNABLE NEW IN PLACE OF OLD T/W MADHWAPUR(0006682296)
886,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,24,Village Name,ENARWA,Shallow tubewell,Ground Water,Road Side Me,HandPump,NC/PC MADHWAPUR- 1(0005705390)
887,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,25,Village Name,ENARWA,Shallow tubewell,Ground Water,Mushari Me,HandPump,NC/PC MADHWAPUR- 1(0005705390)
888,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,26,Village Name,ENARWA,Shallow tubewell,Ground Water,Sarvjanik Asthan Me,HandPump,NC/PC MADHWAPUR- 1(0005705390)
889,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,27,Village Name,ENARWA,Shallow tubewell,Ground Water,Road Side Me,HandPump,NC/PC MADHWAPUR- 1(0005705390)
890,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,28,Village Name,ENARWA,Shallow tubewell,Ground Water,Sadak Kianre,HandPump,NC/PC MADHWAPUR- 1(0005705390)
891,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,29,Village Name,ENARWA,Shallow tubewell,Ground Water,Road Side Me,HandPump,NC/PC MADHWAPUR- 1(0005705390)
892,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,30,Village Name,ENARWA,Shallow tubewell,Ground Water,Mushari Me,HandPump,NC/PC MADHWAPUR- 1(0005705390)
893,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,31,Village Name,ENARWA,Shallow tubewell,Ground Water,Sadak Kianre,HandPump,NC/PC MADHWAPUR- 1(0005705390)
894,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,32,Village Name,ENARWA,Shallow tubewell,Ground Water,Sadak Kianre,HandPump,NC/PC MADHWAPUR- 1(0005705390)
895,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,33,Village Name,ENARWA,Shallow tubewell,Ground Water,N.P.S Inw ara S T Pubari Tol,HandPump,SCHOOL T/W- MADHWAPUR(0006179891)
896,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,34,Village Name,ENARWA,Deep tubewell,Ground Water,Sadak Kianre,HandPump,Spot Source Scheme(0004738762)
897,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,35,Village Name,ENARWA,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Source(0004060504)
898,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,36,Village Name,GARHI TOL,Shallow tubewell,Ground Water,Ram Bhuvan Singh Ke Ghar Ke Pas,HandPump,MLA QOUTA- MADHWAPUR- 1(0006376823)
899,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,37,Village Name,GARHI TOL,Shallow tubewell,Ground Water,A,HandPump,PC MADHWAPUR(0006535370)
900,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,38,Village Name,GARHI TOL,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Sourse(0001980186)
901,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,39,Village Name,GOPAL PATTI,Shallow tubewell,Ground Water,B,HandPump,NC/PC MADHWAPUR(0006539572)
902,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,40,Village Name,GOPAL PATTI,Shallow tubewell,Ground Water,A,HandPump,NC/PC MADHWAPUR(0006539572)
903,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,41,Village Name,GOPAL PATTI,Deep tubewell,Ground Water,Nc/Pc Scheme For Madhw apur Block,SPOT,Nc/Pc Scheme For Madhw apur Block(0004563476)
904,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,42,Village Name,GOPAL PATTI,Shallow tubewell,Ground Water,A,HandPump,PC MADHWAPUR(0006535370)
905,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,43,Village Name,LALAPATTI,Shallow tubewell,Ground Water,Birendra Mahto S/O Rudal Mahto,HandPump,MLA QUOTA- MADHWAPUR- 1(0005274413)
906,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,44,Village Name,LALAPATTI,Shallow tubewell,Ground Water,A,HandPump,PC MADHWAPUR(0006535370)
907,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,45,Village Name,LALAPATTI,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Sourse(0001980190)
908,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,46,Village Name,LALAPATTI,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Sourse(0001980213)
909,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,47,Village Name,LALAPATTI,Shallow tubewell,Ground Water,MAHESH DAS,HandPump,SUHTAIPNABLE NEW IN PLACE OF OLD T/W MADHWAPUR(0006682296)
910,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,48,Village Name,MAJKOTHIA,Shallow tubewell,Ground Water,Sadak Kinare,HandPump,NC/PC MADHWAPUR- 1(0005705390)
911,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,49,Village Name,MAJKOTHIA,Shallow tubewell,Ground Water,Sarvjanik Asthan Me,HandPump,NC/PC MADHWAPUR- 1(0005705390)
912,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,50,Village Name,MAJKOTHIA,Shallow tubewell,Ground Water,Muslkhari Me,HandPump,NC/PC MADHWAPUR- 1(0005705390)
913,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,51,Village Name,MAJKOTHIA,Shallow tubewell,Ground Water,Mandir Me,HandPump,NC/PC MADHWAPUR- 1(0005705390)
914,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,52,Village Name,MAJKOTHIA,Shallow tubewell,Ground Water,Road Side Me,HandPump,NC/PC MADHWAPUR- 1(0005705390)
915,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,53,Village Name,MAJKOTHIA,Shallow tubewell,Ground Water,N.P.S Majakothiya,HandPump,SCHOOL T/W- MADHWAPUR(0006179891)
916,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,54,Village Name,MAJKOTHIA,Deep tubewell,Ground Water,Road Side Me,HandPump,Spot Source Scheme(0004738762)
917,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,55,Village Name,MAJKOTHIA,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Source(0004060541)
918,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,56,Village Name,SIROMANPATTI,Shallow tubewell,Ground Water,Randev Singh S/O Met Basdev Singh,HandPump,MLA QUOTA- MADHWAPUR- 1(0005274413)
919,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,57,Village Name,SIROMANPATTI,Shallow tubewell,Ground Water,Road Side Me,HandPump,NC/PC MADHWAPUR- 1(0005705390)
920,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,58,Village Name,SIROMANPATTI,Shallow tubewell,Ground Water,Mandir Ke Pas,HandPump,NC/PC MADHWAPUR- 1(0005705390)
921,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,59,Village Name,SIROMANPATTI,Shallow tubewell,Ground Water,Masjie Ke Pas,HandPump,NC/PC MADHWAPUR- 1(0005705390)
922,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,60,Village Name,SIROMANPATTI,Shallow tubewell,Ground Water,Muslhari Me,HandPump,NC/PC MADHWAPUR- 1(0005705390)
923,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,61,Village Name,SIROMANPATTI,Shallow tubewell,Ground Water,Sadak Kinare,HandPump,NC/PC MADHWAPUR- 1(0005705390)
924,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,62,Village Name,SIROMANPATTI,Shallow tubewell,Ground Water,Mandir Ke Pas,HandPump,NC/PC MADHWAPUR- 1(0005705390)
925,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,63,Village Name,SIROMANPATTI,Shallow tubewell,Ground Water,N.P.S Siromanipatti,HandPump,SCHOOL T/W- MADHWAPUR(0006179891)
926,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,64,Village Name,SIROMANPATTI,Deep tubewell,Ground Water,Sadak Kinare,HandPump,Spot Source Scheme(0004738762)
927,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,65,Village Name,SIROMANPATTI,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Source(0004060575)
928,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,66,Village Name,R. N. KAJRA,Shallow tubewell,Ground Water,Vinod Kumar Mandal S/O Yogendra Mandal Ke Ghar Ke Pas,HandPump,MLA QOUTA- MADHWAPUR- 1(0006376823)
929,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,67,Village Name,R. N. KAJRA,Deep tubewell,Ground Water,Sadak Kinare,HandPump,Ramdeo Rai(0000046325)
930,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,68,Village Name,R. N. KAJRA,Shallow tubewell,Ground Water,P.S Ramnagar Kajra,HandPump,SCHOOL T/W- MADHWAPUR(0006179891)
931,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI NORTH,69,Village Name,R. N. KAJRA,Shallow tubewell,Ground Water,P.S Ramnagar Kajra,HandPump,SCHOOL T/W- MADHWAPUR(0006559490)
932,Madhubani,Harlakhi,HARLAKHI,KAUAHA BARHI,1,Village Name,BARHI,Shallow tubewell,Ground Water,Kailash Ray S/O Raj Kumar Ray Ghar Ke Pas,HandPump,MLA QOUTA+AC0- HARLAKHI+AC0- 1(0006387490)
933,Madhubani,Harlakhi,HARLAKHI,KAUAHA BARHI,2,Village Name,BARHI,Shallow tubewell,Ground Water,Nandu Mukhya Ghar Ke Pas,HandPump,MLA QOUTA+AC0- HARLAKHI+AC0- 1(0006387490)
934,Madhubani,Harlakhi,HARLAKHI,KAUAHA BARHI,3,Village Name,BARHI,Shallow tubewell,Ground Water,Ranjit Yadav S/O Ramudgar Yadav Ghar Ke Pas,HandPump,MLA QOUTA+AC0- HARLAKHI+AC0- 1(0006387490)
935,Madhubani,Harlakhi,HARLAKHI,KAUAHA BARHI,4,Village Name,BARHI,Shallow tubewell,Ground Water,Jung Bahadur Yadav S/O Sukdev Yadav,HandPump,MLA QUOTA+AC0- HARLAKHI+AC0- 2(0005687658)
936,Madhubani,Harlakhi,HARLAKHI,KAUAHA BARHI,5,Village Name,BARHI,Shallow tubewell,Ground Water,Ramekbal Mandal S/O Govind Mandal Ghar Ke Pas,HandPump,MLC QOUTA HARLAKHI(0006393775)
937,Madhubani,Harlakhi,HARLAKHI,KAUAHA BARHI,6,Village Name,BARHI,Shallow tubewell,Ground Water,Road Side Me,HandPump,NC/PC HARLAKHI(0005699573)
938,Madhubani,Harlakhi,HARLAKHI,KAUAHA BARHI,7,Village Name,BARHI,Shallow tubewell,Ground Water,Sadak Kinare,HandPump,NC/PC HARLAKHI(0005699573)
939,Madhubani,Harlakhi,HARLAKHI,KAUAHA BARHI,8,Village Name,BARHI,Shallow tubewell,Ground Water,Road Side Me,HandPump,NC/PC HARLAKHI(0005699573)
940,Madhubani,Harlakhi,HARLAKHI,KAUAHA BARHI,9,Village Name,BARHI,Shallow tubewell,Ground Water,M.S Barhi,HandPump,SCHOOL T/W+AC0- HARLAKHI+AC0- 2(0006206012)
941,Madhubani,Harlakhi,HARLAKHI,KAUAHA BARHI,10,Village Name,BARHI,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Sourse(0001968925)
942,Madhubani,Harlakhi,HARLAKHI,KAUAHA BARHI,11,Village Name,BASBARIA,Deep tubewell,Ground Water,Road Side Me,HandPump,Hand Pump Scheme(0004690566)
943,Madhubani,Harlakhi,HARLAKHI,KAUAHA BARHI,12,Village Name,BASBARIA,Deep tubewell,Ground Water,Nc/Pc Scheme For Harlakhi Block,SPOT,Nc/Pc Scheme For Harlakhi Block(0004563154)
944,Madhubani,Harlakhi,HARLAKHI,KAUAHA BARHI,13,Village Name,DHPHAR,Shallow tubewell,Ground Water,A,HandPump,NC/PC HARLAKHI(0006538710)
945,Madhubani,Harlakhi,HARLAKHI,KAUAHA BARHI,14,Village Name,DHPHAR,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Sourse(0001968925)
946,Madhubani,Harlakhi,HARLAKHI,KAUAHA BARHI,15,Village Name,EJOT,Deep tubewell,Ground Water,Sadak Ke Bagal Me,HandPump,Harlakhi Spot Source Scheme(0004688904)
947,Madhubani,Harlakhi,HARLAKHI,KAUAHA BARHI,16,Village Name,EJOT,Deep tubewell,Ground Water,Road Side Me,HandPump,Harlakhi Spot Source Scheme(0004713242)
948,Madhubani,Harlakhi,HARLAKHI,KAUAHA BARHI,17,Village Name,EJOT,Deep tubewell,Ground Water,Road Side Me,HandPump,Sharif Lal Yadav(0000049045)
949,Madhubani,Harlakhi,HARLAKHI,KAUAHA BARHI,18,Village Name,EJOT,Deep tubewell,Ground Water,Sadak Ke Bagal Me,HandPump,Thakai Yadav(0000049048)
950,Madhubani,Harlakhi,HARLAKHI,KAUAHA BARHI,19,Village Name,KANHAR PATTI,Shallow tubewell,Ground Water,Ganga Mandal S/O Anoop Mandal Ghar Ke Pas,HandPump,MLA QOUTA+AC0- HARLAKHI+AC0- 1(0006387490)
951,Madhubani,Harlakhi,HARLAKHI,KAUAHA BARHI,20,Village Name,KANHAR PATTI,Shallow tubewell,Ground Water,Surendar Ram S/O Shivnandan Ram,HandPump,MLA QUOTA+AC0- HARLAKHI+AC0- 2(0005687658)
952,Madhubani,Harlakhi,HARLAKHI,KAUAHA BARHI,21,Village Name,KANHAR PATTI,Shallow tubewell,Ground Water,P.S.KANHARPATTI URDU,HandPump,SCHOOL T/W+AC0- HARLAKHI+AC0- 2(0006206012)
953,Madhubani,Harlakhi,HARLAKHI,KAUAHA BARHI,22,Village Name,KANHAR PATTI,Shallow tubewell,Ground Water,P.S.KANHARPATTI HINDI,HandPump,SCHOOL T/W+AC0- HARLAKHI+AC0- 2(0006206012)
954,Madhubani,Harlakhi,HARLAKHI,KAUAHA BARHI,23,Village Name,KANHAR PATTI,Deep tubewell,Ground Water,P.S.KANHARPATTI URDU,HandPump,SPORT SOURCES(0002717789)
955,Madhubani,Harlakhi,HARLAKHI,KAUAHA BARHI,24,Village Name,KANHAR PATTI,Deep tubewell,Ground Water,P.S.KANHARPATTI HINDI,HandPump,SPORT SOURCES(0002717789)
956,Madhubani,Harlakhi,HARLAKHI,KAUAHA BARHI,25,Village Name,KANHAR PATTI,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Source(0002674992)
957,Madhubani,Harlakhi,HARLAKHI,KAUAHA BARHI,26,Village Name,KANHAR PATTI,Shallow tubewell,Ground Water,Mandal Tol,HandPump,SUHTAIPMABLE NEW IN PLACE OF OLD HARLAKHI(0005819891)
958,Madhubani,Harlakhi,HARLAKHI,KAUAHA BARHI,27,Village Name,KAUHA BARHI,Shallow tubewell,Ground Water,Aw c79,HandPump,Anganw ari Harlakhi Block(0005454584)
959,Madhubani,Harlakhi,HARLAKHI,KAUAHA BARHI,28,Village Name,KAUHA BARHI,Shallow tubewell,Ground Water,Aw c80,HandPump,Anganw ari Harlakhi Block(0005454584)
960,Madhubani,Harlakhi,HARLAKHI,KAUAHA BARHI,29,Village Name,KAUHA BARHI,Shallow tubewell,Ground Water,Raj Kumar Raw at S/O Mahavir Raw at Ghar Ke Pas,HandPump,MLA QOUTA+AC0- HARLAKHI+AC0- 1(0006387490)
961,Madhubani,Harlakhi,HARLAKHI,KAUAHA BARHI,30,Village Name,KAUHA BARHI,Shallow tubewell,Ground Water,Sagir Mnsuri S/O Hakim Mansuri,HandPump,MLA QUOTA+AC0- HARLAKHI+AC0- 2(0005687658)
962,Madhubani,Harlakhi,HARLAKHI,KAUAHA BARHI,31,Village Name,KAUHA BARHI,Shallow tubewell,Ground Water,Kari Rouat,HandPump,MLA QUOTA+AC0- HARLAKHI+AC0- 2(0005687658)
963,Madhubani,Harlakhi,HARLAKHI,KAUAHA BARHI,32,Village Name,KAUHA BARHI,Shallow tubewell,Ground Water,P.S.KAUAHA WEST,HandPump,SCHOOL T/W+AC0- HARLAKHI+AC0- 2(0006206012)
964,Madhubani,Harlakhi,HARLAKHI,KAUAHA BARHI,33,Village Name,KAUHA BARHI,Shallow tubewell,Ground Water,N.P.S Laxmipur Mangaarhatta,HandPump,SCHOOL T/W+AC0- HARLAKHI+AC0- 2(0006206012)
965,Madhubani,Harlakhi,HARLAKHI,KAUAHA BARHI,34,Village Name,KAUHA BARHI,Shallow tubewell,Ground Water,M.S Kauaha,HandPump,SCHOOL T/W+AC0- HARLAKHI+AC0- 2(0006206012)
966,Madhubani,Harlakhi,HARLAKHI,KAUAHA BARHI,35,Village Name,KAUHA BARHI,Deep tubewell,Ground Water,P.S.KAUAHA WEST,HandPump,SPORT SOURCES(0002717789)
967,Madhubani,Harlakhi,HARLAKHI,KAUAHA BARHI,36,Village Name,KAUHA BARHI,Deep tubewell,Ground Water,M.S. Kauha Barhi,HandPump,SPORT SOURCES(0002717789)
968,Madhubani,Harlakhi,HARLAKHI,KAUAHA BARHI,37,Village Name,KAUHA BARHI,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Sourse(0001968925)
969,Madhubani,Harlakhi,HARLAKHI,KAUAHA BARHI,38,Village Name,MANGRAHTTA,Deep tubewell,Ground Water,Road Side Me,HandPump,Harlakhi Spot Source Scheme(0004688904)
970,Madhubani,Harlakhi,HARLAKHI,KAUAHA BARHI,39,Village Name,MANGRAHTTA,Deep tubewell,Ground Water,Sadak Kinare,HandPump,Harlakhi Spot Source Scheme(0004713242)
971,Madhubani,Harlakhi,HARLAKHI,KAUAHA BARHI,40,Village Name,MANGRAHTTA,Shallow tubewell,Ground Wat,,,
972,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI,1,Village Name,BARHAMPURI,Shallow tubewell,Ground Water,Modi Das S/O Sukhdev Das Ke Ghar Ke Pas,HandPump,MLA QOUTA- MADHWAPUR- 1(0006376823)
973,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI,2,Village Name,BARHAMPURI,Shallow tubewell,Ground Water,Jamun Sahani S/O Jago Sahani,HandPump,MLA QUOTA- MADHWAPUR- 1(0005274413)
974,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI,3,Village Name,BARHAMPURI,Shallow tubewell,Ground Water,Yogendar Sahani S/O Muna Sahani,HandPump,MLA QUOTA- MADHWAPUR- 1(0005274413)
975,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI,4,Village Name,BARHAMPURI,Shallow tubewell,Ground Water,Mushari Me,HandPump,NC/PC MADHWAPUR- 1(0005705390)
976,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI,5,Village Name,BARHAMPURI,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Sourse(0001980176)
977,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI,6,Village Name,HANUMAN NAGAR,Shallow tubewell,Ground Water,Aw c Center No.105,HandPump,Anganw ari Madhw apur Block(0005469665)
978,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI,7,Village Name,HANUMAN NAGAR,Shallow tubewell,Ground Water,Aw c Center No.100,HandPump,Anganw ari Madhw apur Block(0005469665)
979,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI,8,Village Name,HANUMAN NAGAR,Shallow tubewell,Ground Water,Mo Abdul Samad S/O Abdul Majid Ke Ghar Ke Pas,HandPump,MLA QOUTA- MADHWAPUR- 1(0006376823)
980,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI,9,Village Name,HANUMAN NAGAR,Shallow tubewell,Ground Water,Bhogendra Ray S/O Mahnath Ray Ke Ghar Ke Pas,HandPump,MLA QOUTA- MADHWAPUR- 1(0006376823)
981,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI,10,Village Name,HANUMAN NAGAR,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Source(0002684879)
982,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI,11,Village Name,HANUMAN NAGAR,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Sourse(0001980165)
983,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI,12,Village Name,JANKI NAGAR,Shallow tubewell,Ground Water,Rajendra Sda S/O Laxmi Sda,HandPump,MLA QUOTA- MADHWAPUR- 1(0005274413)
984,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI,13,Village Name,JANKI NAGAR,Deep tubewell,Ground Water,Nc/Pc Scheme For Madhw apur Block,SPOT,Nc/Pc Scheme For Madhw apur Block(0004563474)
985,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI,14,Village Name,PARSA,Shallow tubewell,Ground Water,Ramshrsed Mandal S/O Shiv Mandal,HandPump,MLA QUOTA- MADHWAPUR- 1(0005274413)
986,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI,15,Village Name,PARSA,Shallow tubewell,Ground Water,Road Side Me,HandPump,NC/PC MADHWAPUR- 1(0005705390)
987,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI,16,Village Name,PARSA,Shallow tubewell,Ground Water,Karan Sah Ghar Ke Pas,HandPump,NC/PC MADHWAPUR- 1(0005705390)
988,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI,17,Village Name,PARSA,Deep tubewell,Ground Water,Sadak Kinare,HandPump,Spot Source Scheme(0004738762)
989,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI,18,Village Name,PARSA,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Source(0004060474)
990,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI,19,Village Name,PARSA,Shallow tubewell,Ground Water,FUDAN MANDAL,HandPump,SUHTAIPNABLE NEW IN PLACE OF OLD T/W MADHWAPUR(0006682296)
991,Madhubani,Harlakhi,MADHWAPUR,TARAIA,1,Village Name,ANDAULI,Deep tubewell,Ground Water,Sadak Kinare,HandPump,Baidhnath Pasw an(0000046272)
992,Madhubani,Harlakhi,MADHWAPUR,TARAIA,2,Village Name,ANDAULI,Shallow tubewell,Ground Water,Mandir Me,HandPump,NC/PC MADHWAPUR- 2(0005705584)
993,Madhubani,Harlakhi,MADHWAPUR,TARAIA,3,Village Name,ANDAULI,Shallow tubewell,Ground Water,M.S Andauli,HandPump,SCHOOL T/W- MADHWAPUR(0006179891)
994,Madhubani,Harlakhi,MADHWAPUR,TARAIA,4,Village Name,ANDAULI,Deep tubewell,Ground Water,Road Side Me,HandPump,Shyam Sundar Thakur(0000046277)
995,Madhubani,Harlakhi,MADHWAPUR,TARAIA,5,Village Name,ANDAULI,Shallow tubewell,Ground Water,BAHURA PASWAN,HandPump,SUHTAIPNABLE NEW IN PLACE OF OLD T/W MADHWAPUR(0006682296)
996,Madhubani,Harlakhi,MADHWAPUR,TARAIA,6,Village Name,ANDAULI,Shallow tubewell,Ground Water,BAIJNATH PASWAN,HandPump,SUHTAIPNABLE NEW IN PLACE OF OLD T/W MADHWAPUR(0006682296)
997,Madhubani,Harlakhi,MADHWAPUR,TARAIA,7,Village Name,AWARI,Shallow tubewell,Ground Water,C,HandPump,NC/PC MADHWAPUR(0006539572)
998,Madhubani,Harlakhi,MADHWAPUR,TARAIA,8,Village Name,AWARI,Shallow tubewell,Ground Water,B,HandPump,NC/PC MADHWAPUR(0006539572)
999,Madhubani,Harlakhi,MADHWAPUR,TARAIA,9,Village Name,AWARI,Shallow tubewell,Ground Water,A,HandPump,NC/PC MADHWAPUR(0006539572)
1000,Madhubani,Harlakhi,MADHWAPUR,TARAIA,10,Village Name,AWARI,Shallow tubewell,Ground Water,B,HandPump,PC MADHWAPUR(0006535370)
1001,Madhubani,Harlakhi,MADHWAPUR,TARAIA,11,Village Name,AWARI,Shallow tubewell,Ground Water,A,HandPump,PC MADHWAPUR(0006535370)
1002,Madhubani,Harlakhi,MADHWAPUR,TARAIA,12,Village Name,AWARI,Shallow tubewell,Ground Water,M.S Aw ari,HandPump,SCHOOL T/W- MADHWAPUR(0006179891)
1003,Madhubani,Harlakhi,MADHWAPUR,TARAIA,13,Village Name,AWARI,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Source(0002684799)
1004,Madhubani,Harlakhi,MADHWAPUR,TARAIA,14,Village Name,AWARI,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Sourse(0001980120)
1005,Madhubani,Harlakhi,MADHWAPUR,TARAIA,15,Village Name,AWARI INAMAK,Deep tubewell,Ground Water,,HandPump,Kape Sah(0000046269)
1006,Madhubani,Harlakhi,MADHWAPUR,TARAIA,16,Village Name,AWARI INAMAK,Shallow tubewell,Ground Water,A,HandPump,NC/PC MADHWAPUR(0006539572)
1007,Madhubani,Harlakhi,MADHWAPUR,TARAIA,17,Village Name,KARAHWAN,Shallow tubewell,Ground Water,B,HandPump,NC/PC MADHWAPUR(0006539572)
1008,Madhubani,Harlakhi,MADHWAPUR,TARAIA,18,Village Name,KARAHWAN,Shallow tubewell,Ground Water,A,HandPump,NC/PC MADHWAPUR(0006539572)
1009,Madhubani,Harlakhi,MADHWAPUR,TARAIA,19,Village Name,KARAHWAN,Shallow tubewell,Ground Water,U.M.S KARUAHA GOTH,HandPump,SCHOOL T/W- MADHWAPUR(0006559490)
1010,Madhubani,Harlakhi,MADHWAPUR,TARAIA,20,Village Name,KARAHWAN,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Sourse(0001980109)
1011,Madhubani,Harlakhi,MADHWAPUR,TARAIA,21,Village Name,PAKRI,Shallow tubewell,Ground Water,A,HandPump,NC/PC MADHWAPUR(0006539572)
1012,Madhubani,Harlakhi,MADHWAPUR,TARAIA,22,Village Name,PAKRI,Deep tubewell,Ground Water,Nc/Pc Scheme For Madhw apur Block,SPOT,Nc/Pc Scheme For Madhw apur Block(0004563491)
1013,Madhubani,Harlakhi,MADHWAPUR,TARAIA,23,Village Name,PAKRI,Shallow tubewell,Ground Water,P.S. PAKRI,HandPump,SCHOOL T/W- MADHWAPUR(0006559490)
1014,Madhubani,Harlakhi,MADHWAPUR,TARAIA,24,Village Name,PAKRI,Deep tubewell,Ground Water,Raju Kamat Ke Ghar Ke Pas,HandPump,Spot Source (Ht) Scheme(0004690854)
1015,Madhubani,Harlakhi,MADHWAPUR,TARAIA,25,Village Name,PATAR,Deep tubewell,Ground Water,Sada Kiinar,HandPump,Kundal Mukhiya(0000046281)
